Product Name,Price,Rating,RAM/ROM,Camera,Display,Battery,Warranty
"REDMI 14C 5G (Starlight Blue, 128 GB)","₹10,367",4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.48 cm (6.88 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5160 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"realme C71 (Obsidian Black, 128 GB)","₹8,699",4.2,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.14 cm (6.75 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,6300 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"OnePlus Nord CE5 5G (Marble Mist, 128 GB)","₹24,707",4.5,8 GB RAM | 128 GB ROM,17.2 cm (6.77 inch) Display,50MP Rear Camera,7100 mAh Battery,Not Available
"IQOO Neo 10 (Titanium Chrome, 256 GB)","₹38,000",4.6,8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ E3 Super AMOLED Display,50MP + 50MP + 8MP | 32MP + 32MP Dual Front Camera,7000 mAh Battery,Domestic warranty 1 year for handset and 6months for accessories
"Tecno Pova 7 5G (Oasis Green, 256 GB)","₹15,999",4.4,8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,50MP + AI | 13MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Phone
"Samsung Galaxy A55 5G (Awesome Navy, 256 GB)","₹27,364",4.4,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 12MP + 5MP | 32MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"realme Narzo 80x 5G (Sunlit Gold, 128 GB)","₹13,300",4.2,8 GB RAM | 128 GB ROM,17.07 cm (6.72 inch) Display,50MP Rear Camera,6000 mAh Battery,Not Available
"Ai+ Pulse (Pink, 64 GB)","₹5,999",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.13 cm (6.745 inch) HD+ Display,50MP Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories
"OnePlus 13R 5G (Nebula Noir, 256 GB)","₹37,996",4.5,12 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Display,50MP Rear Camera,6000 mAh Battery,Not Available
"OnePlus 13R 5g (Astral Trail, 256 GB)","₹37,940",4.5,12 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Display,50MP Rear Camera,6000 mAh Battery,Not Available
"REDMI 13 5G (Hawaiian Blue, 128 GB)","₹12,489",4.3,6 GB RAM | 128 GB ROM,17.25 cm (6.79 inch) Full HD+ Display,108MP Rear Camera,5030 mAh Battery,1 year manufacture warranty
"Nothing Phone (3a) Pro (Black, 256 GB)","₹31,999",4.5,8 GB RAM | 256 GB ROM,43.66 cm (17.19 cm) Full HD+ Display,50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera,5000 mAh Battery,1 Year Manufacturing Warranty
"realme Narzo 80x 5G (Deep Ocean, 128 GB)","₹11,798",4.2,6 GB RAM | 128 GB ROM,17.07 cm (6.72 inch) Display,50MP Rear Camera,6000 mAh Battery,Not Available
"REDMI 15 5G (Sandy Purple, 128 GB)","₹14,599",4.2,6 GB RAM | 128 GB ROM,17.53 cm (6.9 inch) Display,50MP Rear Camera,7000 mAh Battery,Not Available
"OnePlus Nord 5 5G (Dry Ice, 256 GB)","₹34,636",4.5,12 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Display,50MP Rear Camera,6800 mAh Battery,Not Available
"OnePlus Nord 5 5G (Phantom Grey, 256 GB)","₹34,857",4.5,12 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Display,50MP Rear Camera,6800 mAh Battery,Not Available
"Apple iPhone 14 (Blue, 128 GB)","₹54,900",4.6,128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor Processor",Not Available
Kechaoda K115,₹965,4.1,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,3.66 cm (1.44 inch) QVGA Display,0.3MP + 0MP | 0MP Front Camera,850 mAh Battery,1 Month Company Domestic Warranty by Company Authorized Service Center.
"REDMI 13 5G (Hawaiian Blue, 128 GB)","₹12,318",4.2,8 GB RAM | 128 GB ROM,17.25 cm (6.79 inch) Display,108MP Rear Camera,5030 mAh Battery,Not Available
HOTLINE ROYAL,₹480,3.6,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,1.33MP Rear Camera,1100 mAh Battery,Not Available
"IQOO Z10 Lite 5G (Titanium Blue, 128 GB)","₹10,599",4.2,4 GB RAM | 128 GB ROM,17.12 cm (6.74 inch) Display,50MP Rear Camera,6000 mAh Battery,Not Available
"IQOO Z10 Lite 5G (Cyber Green, 128 GB)","₹10,599",4.2,4 GB RAM | 128 GB ROM,17.12 cm (6.74 inch) Display,50MP Rear Camera,6000 mAh Battery,Not Available
LAVA A1 Josh BOL,₹996,4.1,0 MB ROM | Expandable Upto 32 GB,4.5 cm (1.77 inch) Quarter QVGA Display,1000 mAh Li-ion Battery,No Warranty,Not Available
"Tecno Pova 7 5G (Geek Black, 128 GB)","₹13,749",4.4,8 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,50MP + AI | 13MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Phone
"Tecno Pova 7 5G (Magic Silver, 128 GB)","₹13,749",4.4,8 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,50MP + AI | 13MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Phone
"IQOO Z10 Lite 5G (Titanium Blue, 128 GB)","₹11,685",4.2,6 GB RAM | 128 GB ROM,17.12 cm (6.74 inch) Display,50MP Rear Camera,6000 mAh Battery,Not Available
"IQOO Z10 Lite 5G (Titanium Blue, 256 GB)","₹13,690",4.2,8 GB RAM | 256 GB ROM,17.12 cm (6.74 inch) Display,50MP Rear Camera,6000 mAh Battery,Not Available
"OnePlus Nord 5 5G (Phantom Grey, 512 GB)","₹37,958",4.5,12 GB RAM | 512 GB ROM,17.35 cm (6.83 inch) Display,50MP Rear Camera,6800 mAh Battery,Not Available
"Apple iPhone 16 (White, 128 GB)","₹69,900",4.6,128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP | 12MP Front Camera,"A18 Chip, 6 Core Processor Processor",Not Available
"OnePlus Nord CE4 lite 5G (MEGA BLUE, 128 GB)","₹17,988",4.4,8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Display,50MP Rear Camera,5500 mAh Battery,Not Available
"REDMI Note 14 5G (Mystique White, 256 GB)","₹16,749",4.2,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,50MP Rear Camera,5110 mAh Battery,Not Available
Kechaoda A27,₹889,4,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,1.68 cm (0.66 inch) NA Display,0.5MP | 0MP Front Camera,800 mAh Battery,NO WARRANTY
"REDMI 13 5G (Orchid Pink, 128 GB)","₹12,365",4.3,6 GB RAM | 128 GB ROM,17.25 cm (6.79 inch) Full HD+ Display,108MP Rear Camera,5030 mAh Battery,1 year manufacture warranty
"Nothing Phone (3a) Pro (Grey, 256 GB)","₹31,999",4.5,8 GB RAM | 256 GB ROM,43.66 cm (17.19 cm) Full HD+ Display,50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera,5000 mAh Battery,1 Year Manufacturing Warranty
"IQOO Neo 10 (Titanium Chrome, 128 GB)","₹33,500",4.6,8 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Full HD+ E3 Super AMOLED Display,50MP + 50MP + 8MP | 32MP + 32MP Dual Front Camera,7000 mAh Battery,Domestic warranty 1 year for handset and 6 months for accessories
"Samsung Galaxy A55 5G (Awesome Navy, 256 GB)","₹27,110",4.4,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 12MP + 5MP | 32MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Nothing Phone (3a) Pro (Grey, 128 GB)","₹29,999",4.5,8 GB RAM | 128 GB ROM,43.66 cm (17.19 cm) Full HD+ Display,50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera,5000 mAh Battery,1 Year Manufacturing Warranty
"Samsung Galaxy S24 5G Snapdragon (Amber Yellow, 256 GB)","₹46,999",4.6,8 GB RAM | 256 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 12MP Front Camera,4000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Infinix Note 50x 5G+ 45W Charger In the Box & AI (Sea Breeze Green, 128 GB)","₹13,499",4.3,8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) HD+ Display,50MP + AI Lens | 8MP Front Camera,5500 mAh Battery,1 Year Warranty on the Handset and 6 Months Warranty on the In-box Accessories
"OnePlus Nord 5 5G (Dry Ice, 256 GB)","₹34,636",4.5,12 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Display,50MP Rear Camera,6800 mAh Battery,Not Available
"OnePlus Nord CE5 5G (Black Infinity, 256 GB)","₹26,920",4.5,8 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Display,50MP Rear Camera,7100 mAh Battery,Not Available
Kechaoda A27,₹889,4,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,1.68 cm (0.66 inch) NA Display,0.5MP | 0MP Front Camera,800 mAh Battery,NO WARRANTY
"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)","₹9,999",4.1,4 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,17.02 cm (6.7 inch) HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"REDMI 15 5G (Sandy Purple, 128 GB)","₹15,499",4.2,8 GB RAM | 128 GB ROM,17.53 cm (6.9 inch) Display,50MP Rear Camera,7000 mAh Battery,Not Available
"Samsung Galaxy A16 5G (Gold, 128 GB)","₹14,115",4.2,6 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for Inbox Accessories
"REDMI 13 5G (Black Diamond, 128 GB)","₹12,167",4.2,8 GB RAM | 128 GB ROM,17.25 cm (6.79 inch) Display,108MP Rear Camera,5030 mAh Battery,Not Available
"REDMI 13 5G (Orchid Pink, 128 GB)","₹12,365",4.3,6 GB RAM | 128 GB ROM,17.25 cm (6.79 inch) Full HD+ Display,108MP Rear Camera,5030 mAh Battery,1 year manufacture warranty
itel Ace 3 Shine,₹875,4.1,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) QVGA Display,1000 mAh Battery,Unisoc Processor,Not Available
"Samsung M36 5G (Orange, 256 GB)","₹21,999",4.1,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,5000 mAh Battery,Not Available
"REDMI A4 (Starry Black, 128 GB)","₹9,539",4.2,6 GB RAM | 128 GB ROM,17.48 cm (6.88 inch) Display,50MP + 50MP | 5MP Dual Front Camera,5160 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
Kechaoda A27,₹879,4,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,1.68 cm (0.66 inch) FWVGA+ Display,800 mAh Battery,NO WARRANTY,Not Available
"OPPO A3x 5G (Sparkle Black, 128 GB)","₹11,479",4.2,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) HD+ Display,8MP + 13MP | 5MP + 5MP Dual Front Camera,5100 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"POCO M7 Plus 5G (Chrome Silver, 128 GB)","₹10,999",4.2,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.53 cm (6.9 inch) Display,50MP Rear Camera,7000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
itel Ace 3 Shine,₹944,4.1,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) QVGA Display,1000 mAh Battery,Unisoc Processor,Not Available
"Ai+ Pulse (Pink, 128 GB)","₹6,999",4,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.13 cm (6.745 inch) HD+ Display,50MP Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories
"REDMI Note 14 SE 5G (Titan Black, 128 GB)","₹13,499",4.3,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,50MP + 8MP + 2MP | 20MP Front Camera,5110 mAh Battery,1 Year Warranty on the Handset and 6 Months Warranty on the Inbox Accessories
"IQOO Z10R 5G (Aquamarine, 256 GB)","₹20,817",4.4,8 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Display,50MP Rear Camera,5700 mAh Battery,Not Available
"Motorola Edge 50 Fusion (Forest Green, 128 GB)","₹18,999",4.4,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 13MP | 32MP Front Camera,5000 mAh Battery,1 Year on Handset and 6 Months on Accessories
"OnePlus Nord 5 5G (Dry Ice, 256 GB)","₹31,686",4.5,8 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Display,50MP Rear Camera,6800 mAh Battery,Not Available
"Apple iPhone 16 (Ultramarine, 128 GB)","₹69,900",4.6,128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP | 12MP Front Camera,"A18 Chip, 6 Core Processor Processor",Not Available
"REDMI 15 5G (Frosted White, 128 GB)","₹14,190",4.2,6 GB RAM | 128 GB ROM,17.53 cm (6.9 inch) Display,50MP Rear Camera,7000 mAh Battery,Not Available
Rastic SM Guruu Music 2,₹949,No Rating,8 MB RAM | 16 MB ROM | Expandable Upto 64 GB,6.35 cm (2.5 inch) VGA Display,0MP Front Camera,850 mAh Battery,Not Available
Rastic SM Guruu Music 2 Mobile,₹898,No Rating,8 MB RAM | 16 MB ROM | Expandable Upto 64 GB,6.35 cm (2.5 inch) VGA Display,0MP Front Camera,850 mAh Battery,Not Available
"Infinix Note 50x 5G+ 45W Charger In the Box & AI (Enchanted Purple, 128 GB)","₹11,999",4.3,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) HD+ Display,50MP + AI Lens | 8MP Front Camera,5500 mAh Battery,1 Year Warranty on the Handset and 6 Months Warranty on the In-box Accessories
"OnePlus Nord CE4 (Dark Chrome, 128 GB)","₹19,762",4.4,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,5500 mAh Battery,Domestic Warranty 1 Year For Handset And 6 month For Accessories.
"Infinix Note 50x 5G+ 45W Charger In the Box & AI (Enchanted Purple, 128 GB)","₹13,499",4.3,8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) HD+ Display,50MP + AI Lens | 8MP Front Camera,5500 mAh Battery,1 Year Warranty on the Handset and 6 Months Warranty on the In-box Accessories
"OnePlus Nord CE4 (Dark Chrome, 128 GB)","₹19,762",4.4,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,5500 mAh Battery,Domestic Warranty 1 Year For Handset And 6 month For Accessories.
"Infinix Note 50x 5G+ 45W Charger In the Box & AI (Sunset Spice Pink, 128 GB)","₹11,999",4.3,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) HD+ Display,50MP + AI Lens | 8MP Front Camera,5500 mAh Battery,1 Year Warranty on the Handset and 6 Months Warranty on the In-box Accessories
"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio","₹1,495",3.8,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,0MP | 0MP Front Camera,1000 mAh Battery,1YR BRAND WARRANTY ON HANDSET & 6 MONTHS WARRANTY ON ACCESSORIES
hmd 105 Dual Sim,"₹1,079",3.7,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,5.08 cm (2 inch) Display,1000 mAh Battery,SC6531E Processor,Not Available
"IQOO Z10R 5G (Moonstone, 128 GB)","₹18,880",4.4,8 GB RAM | 128 GB ROM,17.2 cm (6.77 inch) Display,50MP Rear Camera,5700 mAh Battery,Not Available
"REDMI 13 5G (Black Diamond, 128 GB)","₹12,699",4.3,6 GB RAM | 128 GB ROM,17.25 cm (6.79 inch) Full HD+ Display,108MP Rear Camera,5030 mAh Battery,1 year manufacture warranty
"Motorola g45 5G (Pantone Moss, 128 GB)","₹11,999",4.3,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,1 Year Warranty on Handset and 6 Months Warranty on Accessories
"Ai+ Pulse (Blue, 128 GB)","₹6,999",4,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.13 cm (6.745 inch) HD+ Display,50MP Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories
"Tecno Pova 7 5G (Oasis Green, 128 GB)","₹13,749",4.4,8 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,50MP + AI | 13MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Phone
"IQOO Z10X 5G (Ultramarine, 128 GB)","₹15,210",4.4,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,6500 mAh Battery,Not Available
"realme P3 5G (Space Silver, 128 GB)","₹16,999",4.4,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Google Pixel 9A (Iris, 256 GB)","₹44,999",4.4,8 GB RAM | 256 GB ROM,15.96 cm (6.285 inch) Full HD+ Display,48MP + 12MP | 12MP Front Camera,5100 mAh Battery,1 Year Domestic Warranty
"Apple iPhone 16 (White, 256 GB)","₹79,900",4.6,256 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP | 12MP Front Camera,"A18 Chip, 6 Core Processor Processor",Not Available
"Nothing Phone (3a) Pro (Black, 128 GB)","₹29,999",4.5,8 GB RAM | 128 GB ROM,43.66 cm (17.19 cm) Full HD+ Display,50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera,5000 mAh Battery,1 Year Manufacturing Warranty
"REDMI 15 5G (Frosted White, 128 GB)","₹14,619",4.2,8 GB RAM | 128 GB ROM,17.53 cm (6.9 inch) Display,50MP Rear Camera,7000 mAh Battery,Not Available
"Samsung Galaxy A16 5G (Light Green, 128 GB)","₹13,749",4.2,6 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for Inbox Accessories
"OPPO A3x 5G (Starlight White, 128 GB)","₹11,499",4.2,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5100 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"IQOO Z10R 5G (Aquamarine, 128 GB)","₹18,699",4.4,8 GB RAM | 128 GB ROM,17.2 cm (6.77 inch) Display,50MP Rear Camera,5700 mAh Battery,Not Available
"REDMI 14C 5G (Starlight Blue, 64 GB)","₹9,399",4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.48 cm (6.88 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5160 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
HOTLINE CLASSIC PRO,₹599,3.3,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) NA Display,1.3MP + 0MP | 0MP Front Camera,1100 mAh Battery,6 Months Manufacturer Warranty
"OPPO A3x 5G (Sparkle Black, 64 GB)","₹10,179",4.2,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5100 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"IQOO Z10X 5G (Titanium, 128 GB)","₹14,198",4.4,6 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,6500 mAh Battery,Not Available
"Samsung M36 5G (Light green/Serene Green, 256 GB)","₹21,990",4.1,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,5000 mAh Battery,Not Available
Snexian ROCK X,"₹1,799",3.7,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) Quarter QVGA Display,0.3MP Rear Camera,3000 mAh Battery,Not Available
"POCO X7 5G (Yellow, 256 GB)","₹17,999",4.3,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,50MP + 8MP + 2MP | 20MP Front Camera,5500 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
LAVA Hero Shakti 2025,₹915,4.1,4 MB RAM | 32 GB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) HQVGA Display,0MP | 0MP Front Camera,800 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
"Infinix Hot 60 5G+ (Tundra Green, 128 GB)","₹10,499",4.3,6 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5200 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Infinix Hot 60 5G+ (Sleek Black, 128 GB)","₹10,499",4.3,6 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5200 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Infinix Hot 60 5G+ (Caramel Glow, 128 GB)","₹10,499",4.3,6 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5200 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
KARBONN BHARAT K1 4G,₹844,3.7,20 MB RAM | 40 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Display,2MP Rear Camera,1000 mAh Battery,Not Available
Kechaoda A26,₹889,4,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,1.68 cm (0.66 inch) Display,800 mAh Battery,NO WARRANTY,Not Available
"Google Pixel 10 (Lemongrass, 256 GB)","₹79,999",4.4,12 GB RAM | 256 GB ROM,16.0 cm (6.3 inch) Quad HD+ Display,48MP + 13MP + 10.8MP | 10.5MP Front Camera,4970 mAh Battery,1 Year Domestic Warranty
"Apple iPhone 16 Pro (Natural Titanium, 128 GB)","₹1,09,900",4.7,128 GB ROM,16.0 cm (6.3 inch) Super Retina XDR Display,48MP + 48MP + 12MP | 12MP Front Camera,"A18 Pro Chip, 6 Core Processor Processor",Not Available
"realme 14 Pro+ 5G (Pearl White, 512 GB)","₹29,999",4.4,12 GB RAM | 512 GB ROM,17.35 cm (6.83 inch) Display,50MP + 50MP + 8MP | 32MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Tecno Pova Slim 5G (Cool Black, 128 GB)","₹20,999",4.3,8 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Display,50MP + 2MP | 13MP Front Camera,5160 mAh Battery,1 Year Manufacturer Warranty for Phone
Motorola Moto A10E,"₹1,430",4,4 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) Display,800 mAh Battery,6 month Refurbished Warranty,Not Available
Kechaoda A26,₹889,4,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,1.68 cm (0.66 inch) QVGA Display,0MP | 0MP Front Camera,800 mAh Battery,NO WARRANTY
"Samsung Galaxy S24 5G Snapdragon (Amber Yellow, 128 GB)","₹41,999",4.6,8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 12MP Front Camera,4000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Infinix NOTE 50s 5G+ 45W Charger In the Box & AI (Mystic Plum, 128 GB)","₹15,999",4.4,6 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,64MP + 2MP | 13MP Front Camera,5500 mAh Battery,1 Year Warranty for Handset and 6 Months Warranty for Accessories
"Apple iPhone 16 Pro (Black Titanium, 256 GB)","₹1,19,900",4.7,256 GB ROM,16.0 cm (6.3 inch) Super Retina XDR Display,48MP + 48MP + 12MP | 12MP Front Camera,"A18 Pro Chip, 6 Core Processor Processor",Not Available
"Samsung Galaxy S24 5G Snapdragon (Cobalt Violet, 128 GB)","₹41,999",4.6,8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 12MP Front Camera,4000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"OnePlus Nord 5�5G (Marble Sands, 256 GB)","₹32,498",4.5,8 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Full HD+ AMOLED Display,50MP + 50MP + 8MP | 50MP Front Camera,6800 mAh Battery,1 Year manufacturer
"Tecno Pova Curve 5G (Geek Black, 128 GB)","₹17,999",4.3,8 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Display,64MP Rear Camera | 13MP Front Camera,5500 mAh Battery,1 Year Manufacturer Warranty for Handset
"Samsung Galaxy F36 5G (Violet, 128 GB)","₹18,499",4.2,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Apple iPhone 16 Pro (Desert Titanium, 128 GB)","₹1,09,900",4.7,128 GB ROM,16.0 cm (6.3 inch) Super Retina XDR Display,48MP + 48MP + 12MP | 12MP Front Camera,"A18 Pro Chip, 6 Core Processor Processor",Not Available
"Samsung Galaxy F16 5G (Vibing Blue, 128 GB)","₹11,499",4.2,6 GB RAM | 128 GB ROM,16.91 cm (6.657 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"POCO F7 5G (Frost White, 256 GB)","₹30,999",4.4,12 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Display,50MP Rear Camera | 20MP Front Camera,7550 mAh Li-Polymer + Silicon Carbon Battery,"Rear Camera
-50MP Sony Main Camera
-8MP Ultra-wide Camera with night mode and ultra-wide video recording"
"Samsung Galaxy S24 Ultra 5G (Titanium Black, 256 GB)","₹86,604",4.6,12 GB RAM | 256 GB ROM,17.27 cm (6.8 inch) Quad HD+ Display,200MP + 50MP + 12MP + 10MP | 12MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
